Price,Distance,Bedroom2,Bathroom,Car,YearBuilt
1300000,14.6,4,3,2,1973
975000,14.6,2,1,2,1940
1070000,14.6,4,2,1,1955
639000,14.6,2,1,1,1960
605000,14.6,2,1,2,1980
960000,14.6,3,1,1,1960
725000,14.6,3,2,1,1950
800000,14.6,3,2,2,1990
917000,14.6,3,2,2,2001
890000,14.6,3,1,1,1960
1008000,14.6,3,2,1,1960
1191000,14.6,2,1,2,1950
1130000,14.6,4,1,2,1972
776000,14.6,2,1,1,2002
1035000,14.6,3,1,2,1950
1160000,14.6,4,2,2,2011
800000,14.6,3,2,1,1999
240000,14.6,1,1,1,1970
1105000,14.6,3,2,2,2015
826000,8.4,2,1,2,1957
900000,8.4,3,2,2,2010
962000,8.4,3,2,2,2011
800000,8.4,2,1,1,1940
785000,8.4,3,2,2,2013
710000,8.4,4,1,2,1955
920000,8.4,3,2,2,1910
940000,8.4,3,2,1,1930
655800,8.4,2,2,1,2009
1082000,8.4,4,3,2,2011
1210000,8.4,3,1,1,1920
880000,8.4,3,1,1,1950
335000,8.4,1,1,1,2005
1260000,8.4,4,1,3,1960
1400000,8.4,3,2,3,2006
995000,8.4,3,1,2,1960
1220000,8.4,3,2,0,1920
962000,8.4,2,1,1,1920
800000,8.4,3,2,1,1970
1305000,8.4,3,1,0,1900
485000,8.4,2,1,1,2011
810000,8.4,3,1,1,1970
950000,8.4,2,2,2,1950
1620000,8.4,4,3,1,2015
923000,8.4,3,1,0,1900
1030000,8.4,2,1,2,1930
1046000,8.4,3,2,2,1890
740000,8.4,2,2,1,2006
970000,8.4,3,1,1,1915
735000,8.4,3,2,2,2007
485000,8.4,2,1,1,2006
950000,8.4,3,1,2,1950
1280000,8.4,4,2,1,1930
1040000,8.4,3,2,2,2004
1115000,8.4,4,1,1,1880
1176000,8.4,3,1,2,1960
1265000,8.4,5,2,2,1950
801000,8.4,1,1,1,1920
770000,8.4,3,2,2,2015
993000,8.4,3,2,2,1900
650000,8.4,2,1,1,1890
891500,8.4,3,1,0,1920
3420000,8.4,4,2,2,1886
805000,8.4,3,1,2,1930
680000,8.4,2,1,1,2000
793000,8.4,2,1,1,1995
747000,8.4,3,2,2,2005
896000,8.4,2,1,0,1900
890000,8.4,2,1,0,1900
930000,8.4,4,3,3,2009
1151000,8.4,2,1,5,1920
820000,8.4,4,2,2,2006
1316000,8.4,4,2,3,2000
816000,8.4,2,1,1,1930
945000,8.4,4,2,1,2017
643700,8.4,1,1,0,1900
760000,8.4,2,1,2,1930
881000,8.4,6,2,4,1920
900000,8.4,3,2,2,2013
830000,11.2,3,3,2,2013
1126000,11.2,4,2,2,1960
1235000,11.2,3,2,1,2009
457000,11.2,2,1,1,1975
660000,11.2,2,2,1,2006
770000,11.2,3,2,1,2011
1350000,11.2,4,3,2,1985
820000,11.2,3,2,1,2012
991000,11.2,3,1,1,1950
657000,11.2,2,2,1,1950
710000,11.2,3,2,1,1950
840000,11.2,3,2,2,1990
1400000,11.2,4,2,2,2005
1080000,11.2,3,3,2,1976
760000,11.2,3,2,1,2008
1015000,11.2,3,1,1,1950
875000,11.2,3,1,0,1950
1245000,11.2,4,3,3,1950
1105000,11.2,3,1,1,1950
2920000,2.3,4,3,4,1880
540000,2.3,2,1,1,1970
726000,2.3,2,1,1,1970
1340000,2.3,3,1,0,1980
1105000,2.3,2,2,1,2010
841000,2.3,2,1,1,2000
528500,2.3,2,1,1,1960
410000,2.3,1,1,1,2011
550000,2.3,2,1,2,1975
470000,2.3,2,1,1,2006
640000,2.3,2,2,1,2006
720000,2.3,2,2,1,1998
1325000,2.3,3,2,1,2011
368000,2.3,1,1,1,2003
1300000,2.3,3,2,2,2005
450000,2.3,2,1,1,1970
1385000,2.3,3,2,0,1890
990000,2.3,2,2,1,2008
440000,2.3,2,1,1,1960
606000,2.3,2,1,2,2000
450000,2.3,1,1,1,2012
1470000,2.3,2,1,0,1930
1010000,2.3,2,2,0,1900
1266000,2.3,2,1,0,1960
620000,2.3,2,1,2,2004
540000,2.3,2,1,1,1970
630000,2.3,2,1,1,2002
560000,2.3,2,1,1,1975
800000,2.3,2,2,1,2011
665500,2.3,2,2,1,2012
550055,2.3,2,1,2,1971
358000,2.3,1,1,1,1970
320000,2.3,1,1,1,1975
1000000,2.3,3,2,1,1920
598000,2.3,2,1,1,2005
1065000,2.3,3,2,1,2008
885000,2.3,2,1,1,1880
587134,2.3,2,1,1,1970
1286000,5.5,2,1,1,1890
1200000,5.5,3,1,1,1920
1382500,5.5,3,2,2,2007
1600000,5.5,4,2,1,1910
1310000,5.5,3,2,1,1920
1710000,5.5,3,1,1,1890
1590000,5.5,4,1,1,1925
2000000,5.5,6,2,2,1992
583000,5.5,2,2,1,2011
650000,5.5,2,2,2,2013
1700000,5.5,4,2,1,1900
1575000,5.5,2,1,3,1945
950000,5.5,2,1,1,1920
1655000,5.5,3,1,3,1924
1950000,5.5,4,1,2,1870
1255000,5.5,3,2,1,1910
1020000,5.5,2,1,2,1935
435000,5.5,1,1,2,1970
790000,5.5,2,1,1,2000
605000,5.5,2,1,2,2000
2270000,5.5,4,2,2,1992
385000,5.5,1,1,0,1970
910000,5.5,2,1,2,1900
830000,5.5,3,3,1,2013
1190000,5.5,3,1,1,1920
865000,5.5,3,1,2,2006
2175000,5.5,5,2,1,1890
312000,5.5,1,1,1,1960
890000,5.5,2,1,1,1910
2700000,5.5,4,3,3,1920
1101000,5.5,2,1,0,1910
1050000,5.5,3,1,0,1910
1010000,5.5,3,1,1,2000
2155000,5.5,5,2,2,1920
430000,5.5,2,1,1,1970
1900000,5.5,3,1,1,1910
888000,5.5,2,1,1,1985
1020000,5.5,2,1,1,1920
844000,5.5,2,1,1,1995
900000,5.5,3,2,2,2012
1300000,5.5,3,1,1,1920
810000,5.5,3,1,2,2000
701000,5.5,2,1,1,2000
665000,5.5,2,1,1,1975
2315000,5.5,3,1,2,1960
1170000,5.5,2,1,3,1920
1715000,5.5,3,1,1,1900
422000,5.5,1,1,1,1970
1474000,5.5,3,1,0,1910
1340000,5.5,3,2,1,1997
1035000,5.5,2,1,2,1890
460000,5.5,2,1,1,2009
1760000,5.5,2,2,2,1920
975000,5.5,3,1,2,2006
1095000,5.5,2,1,2,1910
1225000,5.5,3,1,2,1910
1211000,5.5,2,1,1,1900
4300000,5.5,4,4,3,1910
770000,5.5,2,1,1,1975
1000000,5.5,3,1,1,1930
692000,5.5,2,1,1,2012
1050000,5.5,2,1,2,1925
1700000,5.5,5,3,1,1930
2160000,5.5,3,2,1,1920
400000,5.5,1,1,1,2014
1420000,5.5,3,1,1,1890
1950000,5.5,4,2,1,1910
1820000,5.5,5,3,2,1939
1080000,5.5,2,1,1,1910
570000,5.5,2,1,1,1970
1450000,5.5,3,1,1,1900
1400000,5.5,3,1,2,1932
1340000,5.5,2,1,1,1910
1300000,5.5,4,3,2,1970
2340000,5.5,4,2,3,1920
1634000,5.5,2,1,2,1920
910000,5.5,2,1,1,1995
1650000,5.5,4,1,1,1970
3850000,5.5,4,4,8,1912
1510000,5.5,3,1,3,1900
1500000,5.5,4,1,8,1900
865000,11.5,4,1,2,1955
476000,11.5,2,1,1,1995
830000,11.5,4,2,2,1950
706000,11.5,3,1,0,1960
920000,11.5,4,2,2,1965
522000,11.5,2,1,1,2012
690000,11.5,3,1,1,1960
770000,11.5,3,2,2,2012
1100000,11.5,5,2,4,1950
925000,11.5,3,1,4,1997
475000,11.5,2,1,1,2010
651000,11.5,3,2,2,2009
815500,11.5,3,2,2,1940
770000,11.5,3,2,2,1960
585500,11.5,2,1,1,2013
840000,11.5,4,1,2,1960
470000,11.5,2,1,1,2009
810000,11.5,3,1,3,1960
855333,11.5,4,1,2,1974
900000,11.5,5,2,2,1995
875000,14.7,3,2,1,1999
651000,14.7,4,2,2,2010
802000,14.7,1,1,2,1960
900000,14.7,5,2,2,1987
1000000,14.7,3,2,2,1960
801347,14.7,4,2,1,1970
921000,14.7,3,1,2,1970
1900000,14.7,6,2,6,1970
752500,14.7,2,1,1,1950
1067000,14.7,3,1,2,1940
1310000,14.7,4,2,4,1960
1260500,14.7,3,1,1,1950
850500,14.7,3,1,2,1962
1068000,14.7,3,2,2,1970
937500,14.7,4,2,2,1993
1126000,14.7,4,2,2,1980
778000,14.7,2,1,1,1965
1230000,2.6,4,2,2,2009
1805000,2.6,2,1,1,1890
2200000,2.6,2,2,1,1875
1265000,2.6,2,1,0,1890
1851000,2.6,2,1,1,1900
734600,2.6,2,2,1,1990
1928000,2.6,4,1,0,1890
526000,2.6,1,1,1,1995
2236000,2.6,4,2,1,1890
1403000,2.6,3,2,2,1980
526000,2.6,1,1,1,1995
1120000,9.9,2,1,2,1950
770000,9.9,3,1,4,1960
915000,9.9,2,1,3,1975
975000,9.9,4,1,1,1960
780000,9.9,3,1,1,1950
600000,9.9,3,1,1,2008
955000,9.9,4,2,2,1950
1196000,9.9,4,2,2,1997
731000,9.9,3,1,2,1960
585000,9.9,3,1,1,2009
480000,9.9,2,1,1,1988
605000,9.9,4,2,1,1990
738000,9.9,3,1,1,1974
386000,9.9,2,1,1,1987
452000,9.9,2,1,1,1990
522500,9.9,3,1,1,2005
601500,9.9,2,1,1,2000
741000,9.9,2,1,2,2006
495000,9.9,2,1,1,1975
530000,9.9,2,1,1,2004
815000,9.9,2,1,1,1960
521500,9.9,2,1,1,1970
775000,9.9,3,1,1,1960
950000,9.9,5,2,2,1950
915000,9.9,2,1,3,1975
900000,9.9,3,1,1,1950
835000,9.9,3,1,2,1950
790000,9.9,3,3,1,2009
810000,9.9,4,2,1,1950
500000,9.9,2,1,1,2012
485000,9.9,2,1,1,1975
488000,9.9,3,1,2,2001
900000,9.9,3,2,2,1940
680000,9.9,2,1,2,1940
590000,9.9,3,2,2,2000
770000,9.9,3,1,3,1955
975000,9.9,3,1,3,1970
970000,9.9,3,2,1,1920
940000,9.9,3,1,1,1970
600000,9.9,3,3,1,1940
510000,9.9,2,1,1,2013
750000,9.9,3,2,2,1999
822000,9.9,4,2,2,1983
430000,9.9,3,2,1,2006
1350000,9.9,4,2,2,1995
810000,9.9,2,1,1,1950
723000,9.9,4,1,2,1960
550500,9.9,2,1,2,2012
610000,9.9,2,1,1,1995
533000,9.9,3,2,2,2007
410000,9.9,2,1,1,2014
600000,9.9,3,1,4,1955
616000,9.9,3,1,1,1970
960000,9.9,3,1,2,1950
985000,9.9,4,2,2,2007
670000,9.9,3,1,1,1949
665000,9.9,4,2,2,2001
880000,9.9,3,2,2,1960
700000,9.9,3,1,2,1950
600000,9.9,3,2,1,1998
1570000,9.9,2,1,1,1950
525500,9.9,2,1,1,2000
612500,9.9,3,1,1,1950
248500,9.9,1,1,1,1970
960000,9.9,3,2,2,1960
1085000,9.9,3,1,2,1960
650000,9.9,4,1,2,1940
500000,9.9,3,1,2,2013
775000,9.9,2,1,2,1950
599000,9.9,3,1,1,1950
1150000,3.8,3,2,1,1990
985000,3.8,3,1,0,1890
1200000,3.8,3,2,2,2012
1340000,3.8,2,2,2,2000
2200000,3.8,3,2,0,1863
2105000,3.8,4,2,3,1940
550000,3.8,2,1,1,2012
1915000,3.8,4,3,1,1935
1630000,3.8,3,2,2,1997
1000000,3.8,2,2,0,1890
1470000,3.8,3,1,0,1880
725000,3.8,2,2,2,2010
600000,3.8,2,1,1,2005
1342000,3.8,3,2,2,1900
500000,3.8,1,1,1,2006
795000,3.8,2,2,1,2013
590000,3.8,2,2,1,2012
1502000,3.8,4,1,2,1880
1100000,3.8,2,2,1,2006
1421000,3.8,3,2,1,1990
1275000,3.8,2,2,1,2015
1000000,3.8,2,1,1,2007
1820000,3.8,4,2,1,1900
1916000,3.8,2,2,1,1900
577000,3.8,1,1,1,2004
655000,3.8,2,2,1,2000
1350000,3.8,2,1,1,1900
1560000,3.8,3,2,2,1900
1035000,3.8,2,2,1,2003
1070000,3.8,2,2,1,2003
1060000,3.8,2,1,0,1910
1610000,3.8,2,2,2,2007
1101000,3.8,2,1,0,1910
880000,3.8,2,1,2,1980
1080000,3.8,2,1,0,1910
1115000,3.8,2,1,0,1900
516000,3.8,2,1,1,2004
1753000,3.8,3,2,1,1910
900000,3.8,2,1,0,1900
2350000,3.8,5,1,2,1890
1670000,3.8,3,2,1,1880
1402000,3.8,3,1,0,1900
1570000,3.8,3,2,1,1999
1150000,3.8,2,1,0,1910
1384000,3.8,3,1,0,1905
655000,3.8,2,1,1,2006
456000,3.8,1,1,1,2007
720000,3.8,2,2,1,2012
520000,3.8,1,1,1,2005
1250000,3.8,2,2,2,2003
470000,3.8,1,1,1,2000
600000,3.8,2,1,1,1996
670000,3.8,2,1,1,2006
1010000,3.8,2,1,1,1960
455500,3.8,1,1,1,2002
1400000,3.8,2,1,1,1934
1520000,3.8,3,2,1,2016
600000,3.8,1,1,1,2010
2460000,3.8,3,2,2,1995
540000,3.8,1,1,1,2000
3705000,3.8,3,2,2,2014
950000,3.8,3,2,2,2012
1350000,3.8,3,1,1,1990
735000,3.8,2,1,1,2000
400000,3.8,1,1,1,2000
900000,3.8,2,1,2,1997
1380000,3.8,3,1,0,1890
1080000,3.8,3,1,2,1910
342000,4.5,1,1,1,1960
950000,4.5,2,1,1,2000
781000,4.5,2,1,1,1930
549800,4.5,1,1,1,2012
492000,4.5,1,1,1,1888
500500,4.5,1,1,1,1945
1400000,4.5,3,2,2,1920
685000,4.5,2,2,1,1996
710000,4.5,2,1,1,1900
330000,4.5,1,1,1,1970
1430000,4.5,3,1,0,1900
1245000,4.5,2,2,1,2000
1182500,4.5,2,1,0,1900
1303000,4.5,2,1,0,1900
1210000,4.5,2,1,0,1910
482500,4.5,2,1,1,1970
585000,4.5,2,1,1,1960
1106000,4.5,2,1,1,2005
1590000,4.5,2,1,2,1930
590000,4.5,2,1,1,2005
1055000,4.5,2,1,0,1900
700000,4.5,2,1,1,1888
1100000,4.5,2,1,1,2001
530000,4.5,2,1,1,1888
1500000,4.5,2,1,2,1930
841000,4.5,2,2,1,1850
570000,4.5,2,1,1,2004
480000,4.5,2,1,2,1970
560000,4.5,2,1,1,2000
815000,4.5,2,1,0,1880
765000,4.5,2,1,0,1890
910000,4.5,2,1,1,1930
1450000,4.5,3,2,3,1995
1540000,4.5,2,2,1,1945
1811000,4.5,3,2,1,1890
1180000,4.5,2,1,0,1900
510000,4.5,2,1,1,1999
1720000,4.5,3,2,2,1999
1050000,4.5,3,2,1,1995
1582000,4.5,2,1,0,1915
2385000,4.5,3,2,2,1900
681000,4.5,2,2,1,1995
1820000,4.5,4,1,1,1920
1305000,4.5,2,1,1,1900
1255000,4.5,3,1,1,1910
2180000,4.5,2,2,2,1890
1720000,4.5,3,2,1,1900
1220000,4.5,3,2,1,1900
1612000,4.5,3,2,0,1900
1250000,8.8,3,1,2,1980
930000,8.8,4,2,2,1920
900000,8.8,4,2,1,1940
751000,8.8,3,1,0,1950
715000,8.8,2,1,1,2009
837000,8.8,2,1,3,1950
950000,8.8,3,1,2,1918
496000,8.8,3,1,1,1990
850000,8.8,2,1,1,1940
540000,8.8,2,1,2,2005
1150000,8.8,3,1,2,1910
615000,8.8,3,1,2,1950
735000,8.8,3,1,2,1950
810000,8.8,4,2,2,1950
600000,8.8,2,1,2,2005
925000,8.8,3,1,2,1950
305000,8.8,1,1,1,1955
656000,8.8,2,1,1,1975
1650000,8.8,3,1,2,1890
990000,8.8,3,2,2,1920
600000,8.8,3,1,3,1950
722000,8.8,2,1,1,1955
1260000,8.8,4,3,2,1950
485000,8.8,2,1,1,1965
690000,8.8,3,1,1,1960
1065000,8.8,2,1,3,1910
1200000,8.8,3,1,1,1965
798000,8.8,3,2,2,2005
530000,8.8,2,1,1,1970
900000,8.8,3,1,1,1965
700000,8.8,2,1,1,1910
920000,8.8,2,2,2,1935
830000,8.8,1,1,0,1930
980000,8.8,3,2,1,1930
886000,8.8,2,1,2,1950
1080000,8.8,3,1,1,1925
1400000,8.8,4,2,2,1925
660000,8.8,2,1,1,2013
436000,8.8,2,1,1,1980
876000,8.8,2,1,2,1950
910000,8.8,2,2,1,1950
565000,8.8,2,1,2,1950
714000,8.8,3,2,2,2005
770000,8.8,2,2,1,2013
810000,8.8,2,1,1,1930
1127000,8.8,3,2,2,1940
1315000,8.8,4,3,2,1941
780000,8.8,2,1,1,1950
986000,8.8,2,1,1,1940
760000,8.8,9,8,7,1928
1123000,8.8,3,1,2,1950
300000,8.8,1,1,1,2005
890000,8.8,2,1,3,1950
1050000,8.8,3,2,1,1948
425000,8.8,2,2,1,2010
515000,8.8,2,1,1,2005
1040000,8.8,3,1,2,1940
520000,8.8,2,1,2,2012
890000,8.8,3,1,2,1950
790000,8.8,2,1,1,1925
860000,8.8,2,2,1,1925
630000,8.8,2,1,1,1940
875000,8.8,4,1,2,1940
923000,8.8,3,1,0,1920
920000,8.8,3,1,1,1920
871000,8.8,4,2,1,1950
950000,8.8,4,2,1,2005
870000,8.8,4,1,2,1890
1186000,8.8,2,1,1,1960
900000,8.8,3,1,2,1950
800000,8.8,3,1,2,1910
610000,8.8,2,1,1,1970
1162500,8.8,3,2,2,1920
1142500,8.8,3,1,2,1970
930000,8.8,3,1,2,1950
875000,8.8,3,2,1,1950
840000,8.8,4,1,2,1950
750000,8.8,3,3,2,2005
750000,8.8,3,2,2,1950
475000,11.2,3,1,1,1990
415000,11.2,2,1,1,2012
731000,11.2,3,1,2,1950
352000,11.2,2,1,1,2012
723000,11.2,3,1,1,1950
336000,11.2,2,1,1,1970
685000,11.2,3,1,1,1955
620000,11.2,3,2,2,2006
1025000,11.2,3,2,2,1950
490000,11.2,2,1,1,2014
805000,11.2,3,1,2,1930
645000,11.2,3,1,2,2002
1005000,11.2,3,2,4,1930
535000,11.2,2,1,1,2014
800000,11.2,3,1,5,1975
510000,11.2,3,1,2,1965
651000,11.2,3,2,3,1950
365000,11.2,2,1,1,1960
405000,11.2,2,1,1,2009
620500,11.2,3,2,1,2011
260000,11.2,1,1,1,2000
625000,11.2,3,2,1,2003
427500,11.2,2,1,1,1980
851000,11.2,4,2,2,2006
998000,11.2,3,2,3,1950
1030000,11.2,4,2,3,1935
410000,11.2,2,1,1,2004
1015000,11.2,4,1,1,1920
915000,11.2,3,3,2,1960
380000,11.2,2,1,1,1990
800000,11.2,3,1,2,1950
380000,11.2,2,1,1,1980
530000,11.2,3,2,1,2008
592000,11.2,3,1,1,2016
440000,11.2,2,1,2,1980
650000,11.2,3,1,3,1960
416000,11.2,2,1,1,2000
301000,11.2,3,1,1,1970
865000,11.2,2,1,3,1950
436000,11.2,2,1,1,2011
650000,11.2,4,1,2,1965
650000,11.2,3,1,1,1950
401000,11.2,2,1,1,1965
491000,11.2,2,1,1,1970
810000,11.2,3,1,2,1960
520000,11.2,2,1,1,1980
555000,11.2,2,1,2,1970
350000,11.2,2,1,1,2016
540000,11.2,3,2,2,2003
678000,11.2,3,2,1,2009
812000,11.2,3,1,2,1950
682000,11.2,3,1,1,1970
380000,11.2,2,1,1,2010
350000,11.2,1,1,2,2009
750000,11.2,4,2,4,1965
495000,11.2,2,1,1,2013
644000,11.2,2,1,2,1940
500000,11.2,3,1,1,1960
350000,11.2,2,1,1,1970
335000,11.2,2,1,1,2012
380000,11.2,2,1,1,2011
546000,11.2,3,1,2,1960
400000,11.2,3,1,1,1970
830000,11.2,1,1,1,1928
360000,11.2,2,1,1,2010
410000,11.2,3,1,1,1960
836000,11.2,2,1,1,1970
440000,11.2,2,1,2,1980
376000,11.2,2,1,1,1970
323000,11.2,2,1,1,1960
680000,11.2,3,1,4,1965
530000,11.2,2,1,1,2007
786000,11.2,4,3,1,2013
390000,11.2,2,1,1,1980
650000,11.2,3,1,2,1960
800000,11.2,3,2,3,1955
330000,11.2,2,1,1,1970
539000,11.2,3,1,1,1960
622500,11.2,3,1,1,1960
767500,11.2,3,2,2,2017
780000,11.2,3,1,2,1920
668000,11.2,3,2,1,1965
470000,11.2,3,1,2,1970
655000,11.2,3,2,2,1970
440000,11.2,2,1,1,1980
703000,11.2,3,2,1,1960
424000,11.2,2,1,1,1980
613000,11.2,3,1,2,1985
475000,11.2,3,1,1,1970
950000,11.2,3,2,2,1920
352000,11.2,2,1,1,1970
730000,11.2,4,1,2,1970
905000,11.2,3,1,2,1960
480000,11.2,2,2,1,2010
767000,11.2,3,1,2,1950
450000,11.2,3,1,2,2002
921500,11.2,3,2,1,1950
490000,11.2,3,1,1,2013
787000,11.2,3,1,1,1940
300000,11.2,2,1,1,2014
335000,11.2,2,1,1,2012
475000,11.2,3,1,2,2010
440000,11.2,2,1,1,2007
851500,11.2,3,1,1,1930
525000,11.2,3,1,2,2014
700000,11.2,3,1,1,1950
801000,11.2,3,1,2,1965
216000,11.2,2,1,1,1970
220000,11.2,1,1,1,1970
340000,11.2,2,1,1,1975
500250,11.2,2,1,1,1960
395000,11.2,1,1,1,2014
790000,11.2,2,1,1,1950
601000,11.2,3,1,2,1965
300000,11.2,2,1,1,1970
420000,11.2,2,1,2,2003
885000,11.2,4,2,3,1985
240000,11.2,2,1,1,1970
815000,11.2,3,1,2,1965
882500,11.2,3,2,2,1940
793000,11.2,3,1,2,1950
550000,11.2,3,2,2,2006
433000,11.2,2,1,1,2012
680000,11.2,2,1,1,1960
751000,11.2,3,1,2,1940
851000,11.2,3,1,1,1960
1025000,11.2,3,1,4,1935
784000,11.2,3,1,2,1970
1186000,11.2,4,1,2,1940
405000,11.2,2,1,1,1965
431000,11.2,2,1,1,1975
885000,11.2,4,2,2,1950
718500,11.2,3,1,6,1975
762500,11.2,3,2,2,1990
610000,11.2,3,1,2,1970
680000,11.2,4,1,2,1960
705000,11.2,3,1,1,1930
390000,11.2,2,1,1,2012
937000,2.6,2,1,1,1950
1260000,2.6,2,1,0,1900
795250,2.6,2,1,2,1997
582000,2.6,2,1,1,2001
370000,2.6,1,1,1,1950
3335000,2.6,4,2,2,1893
935000,2.6,2,1,1,1998
437500,2.6,1,1,1,2013
421000,2.6,1,1,1,2012
479000,2.6,2,1,1,1970
3200000,2.6,5,3,3,1890
479000,2.6,2,1,1,1970
655000,2.6,2,1,1,2005
561000,2.6,2,1,1,2013
635000,2.6,2,2,1,2003
1010000,2.6,3,1,1,1900
1025000,2.6,2,1,1,1900
550000,2.6,2,1,2,2000
1375000,2.6,4,2,2,2007
1506000,2.6,2,2,1,1920
1350000,2.6,3,1,2,1940
405000,2.6,1,1,1,2005
327000,2.6,1,1,1,2012
1474000,2.6,3,1,0,1900
1555000,2.6,3,1,0,1900
500000,2.6,1,1,1,2013
345000,2.6,1,1,0,1970
345000,2.6,1,1,1,2012
1275000,2.6,3,1,2,1900
1150000,2.6,3,1,0,1900
950000,2.6,4,1,0,1890
270000,2.6,2,1,1,2004
439000,2.6,1,1,1,2011
695000,2.6,2,1,2,1997
512000,2.6,2,1,1,1970
855000,2.6,2,1,1,1970
1040000,2.6,3,2,2,2013
342000,2.6,1,1,1,1970
681000,2.6,1,1,1,2004
900000,2.6,2,1,0,1900
1250000,2.6,3,2,1,2010
990000,2.6,2,1,1,1900
1189000,2.6,2,1,0,1900
1220000,2.6,2,1,1,1900
1100000,2.6,3,1,0,1915
450000,2.6,2,1,1,2000
1074000,2.6,3,1,0,1900
1430000,2.6,2,2,2,2004
1465000,2.6,3,2,2,1993
391000,2.6,2,1,1,1965
1035000,2.6,2,1,0,1900
530000,2.6,2,1,1,1965
930000,2.6,2,1,1,2004
1182000,2.6,3,1,1,1920
777500,2.6,2,1,1,1900
1115000,2.6,3,2,2,1980
760000,2.6,3,2,1,2005
640000,2.6,2,1,2,2000
1420000,2.6,3,1,0,1890
390000,2.6,1,1,1,2011
380000,2.6,1,1,1,2012
680000,2.6,2,1,1,2012
1081000,2.6,2,1,1,1995
860000,2.6,2,2,0,2000
1820000,2.6,3,1,1,1900
905000,2.6,2,1,0,1920
691000,2.6,2,2,1,2008
1088000,2.6,3,3,2,1915
911000,2.6,3,2,1,2000
3001000,2.6,2,3,1,1920
638000,2.6,2,2,1,2008
951000,2.6,2,1,0,1905
900000,2.6,3,3,1,2009
1695000,2.6,3,1,3,1900
1365000,2.6,3,1,1,1935
1045000,2.6,2,1,2,1900
1591000,2.6,4,2,1,1900
1275000,2.6,3,2,1,1900
1510000,2.6,4,2,0,1900
1550000,2.6,3,2,1,1900
1456000,2.6,3,2,1,1900
1145000,2.6,2,1,0,1910
1100000,2.6,3,2,1,2013
1045000,2.6,2,1,1,1890
2000000,2.6,3,2,1,1910
646000,2.6,2,1,1,1993
660000,2.6,2,2,1,2013
1145000,2.6,2,1,1,1960
905000,2.6,4,1,0,1890
750000,2.6,2,2,1,2000
604000,2.6,2,2,2,2009
1645000,2.6,4,2,1,1970
945000,2.6,3,2,1,1999
306000,2.6,1,1,1,1965
1270000,2.6,2,1,1,1900
975000,2.6,3,1,1,1993
965000,2.6,2,1,0,1900
620000,2.6,2,2,1,2011
1850000,2.6,2,2,1,1900
1650000,2.6,3,2,1,1920
1320000,2.6,3,2,2,1890
1651000,2.6,3,2,1,1900
1800000,2.6,4,2,0,1900
791500,2.6,3,2,2,2005
1600000,2.6,3,2,2,1850
1200000,2.6,2,2,1,1940
1555000,2.6,3,2,1,1900
1582000,2.6,3,3,2,2005
712000,2.6,2,1,1,2012
2055000,2.6,3,1,1,1960
1345000,2.6,3,1,1,1900
410000,2.6,1,1,1,2008
696000,2.6,2,2,1,2008
1350000,2.6,3,2,2,2000
807000,2.6,2,2,2,2000
385000,2.6,1,1,1,2005
1150000,2.6,2,1,0,1900
1775000,2.6,4,1,0,1900
1270000,2.6,3,1,1,1910
827500,2.6,2,1,0,1900
560000,2.6,2,2,1,2004
790000,2.6,2,2,1,2013
1212500,2.6,4,3,2,2010
1125000,2.6,2,1,0,1900
1520000,2.6,3,1,2,1900
1101500,11.4,4,2,1,1960
1020000,11.4,4,2,2,1940
560000,11.4,3,1,1,2000
1050000,11.4,3,1,2,1950
531000,11.4,2,1,1,1990
620000,11.4,3,1,0,1940
780000,11.4,3,1,2,1970
2530000,11.4,5,3,1,1910
725000,11.4,2,2,2,1945
821000,11.4,3,1,2,1950
915000,11.4,4,3,2,2008
600000,11.4,3,2,2,2010
890000,11.4,4,3,2,1970
430000,11.4,2,1,1,1980
1012000,11.4,3,2,1,2015
1020000,11.4,3,1,2,1960
1270000,11.4,4,2,4,1950
515000,11.4,3,2,1,1955
867000,11.4,3,1,1,1960
945000,11.4,3,1,1,1960
618000,11.4,2,1,1,1980
601000,11.4,3,2,1,2006
852000,11.4,3,1,1,1946
452000,11.4,2,1,1,1965
1021000,11.4,4,2,2,1950
908000,11.4,3,1,2,1950
1145000,6.6,3,1,1,1890
970000,6.6,3,1,0,1890
1325000,6.6,3,3,2,2015
450000,6.6,2,1,2,1970
1330000,6.6,3,3,2,2012
1075000,6.6,3,2,1,1900
1350000,6.6,3,3,2,2015
1201000,6.6,4,2,1,1910
990000,6.6,3,1,0,1910
720000,6.6,2,1,1,2011
880000,6.6,3,1,0,1890
920000,6.6,3,2,2,2000
1395000,6.6,3,1,2,1946
965000,6.6,3,1,0,1910
920000,6.6,3,2,1,1910
875000,6.6,3,2,2,2000
822500,6.6,2,2,1,1930
1080000,6.6,3,1,0,1900
1275000,6.6,5,3,1,1890
955000,6.6,2,1,0,1912
1455000,6.6,4,2,3,1920
533000,6.6,2,1,1,2012
970000,6.6,2,2,1,1920
355000,6.6,2,1,1,1975
1032000,6.6,3,1,0,1900
965000,6.6,3,1,1,1940
1270000,6.6,3,1,1,1890
815000,6.6,2,1,0,1900
701000,6.6,2,1,0,1910
593000,2.1,2,2,1,2012
1600000,2.1,3,2,1,1890
1620000,2.1,4,2,0,1890
1002000,2.1,1,1,0,1912
1270000,2.1,3,1,0,1900
2633000,2.1,3,1,0,1900
